id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,yr_built,yr_renovated,zipcode,lat,long,renovation_category,renovation_category_numeric,color
5547700270,625000.0,4,2.0,2570,5520,2.0,0,0,2000,0,98074,47.6145,-122.027,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
7203220400,861990.0,5,3.0,3595,5639,2.0,0,0,2014,0,98053,47.6848,-122.016,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
8035350320,488000.0,3,2.0,3160,13603,2.0,0,0,2003,0,98019,47.7443,-121.977,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
9822700295,885000.0,4,2.0,2830,5000,2.0,0,0,1995,0,98105,47.6597,-122.29,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
9478500640,292500.0,4,2.0,2250,4495,2.0,0,0,2008,0,98042,47.3663,-122.114,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
2799800710,301000.0,3,2.0,2420,4750,2.0,0,0,2003,0,98042,47.3663,-122.122,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
8079040320,430000.0,4,3.0,1850,9976,2.0,0,0,1991,0,98059,47.5059,-122.149,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
9528102996,549000.0,3,2.0,1540,1044,3.0,0,0,2014,0,98115,47.6765,-122.32,Never Renovated,0,[0.83333333 0.8660254  0.5        1.        ]
3394100030,975000.0,4,2.0,2720,11049,2.0,0,0,1989,0,98004,47.5815,-122.192,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
3717000160,287000.0,4,2.0,2240,4648,2.0,0,0,2005,0,98001,47.3378,-122.257,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
5416510140,360000.0,4,2.0,2380,5000,2.0,0,0,2005,0,98038,47.3608,-122.036,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
3276920270,832500.0,4,4.0,3430,35102,2.0,0,0,1986,0,98075,47.5822,-121.987,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
1531000030,720000.0,4,2.0,3450,39683,2.0,0,0,2002,0,98010,47.342,-122.025,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
5104520400,390000.0,3,2.0,2350,5100,2.0,0,0,2003,0,98038,47.3512,-122.008,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
7437100340,360000.0,4,2.0,1900,5889,2.0,0,0,1992,0,98038,47.349,-122.031,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
3342103156,461000.0,3,3.0,2770,6278,2.0,0,0,2006,0,98056,47.5228,-122.199,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
3869900162,335000.0,2,2.0,1030,1066,2.0,0,0,2006,0,98136,47.5394,-122.387,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
2791500270,243500.0,4,2.0,1980,7403,2.0,0,0,1988,0,98023,47.2897,-122.372,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
5036300431,1099880.0,5,3.0,3520,6353,2.0,0,0,2001,0,98199,47.6506,-122.391,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
7338200240,437500.0,3,2.0,2320,36847,2.0,0,2,1992,0,98045,47.4838,-121.714,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
3530510041,188500.0,2,2.0,1240,2493,1.0,0,0,1985,0,98198,47.3813,-122.322,Never Renovated,0,[0.5 0.  1.  1. ]
1853000400,680000.0,4,2.0,3140,28037,2.0,0,0,1991,0,98077,47.7304,-122.082,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
8961960160,480000.0,4,2.0,3230,16171,2.0,0,3,2001,0,98001,47.3183,-122.253,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
3362400431,518500.0,3,4.0,1590,1102,3.0,0,0,2010,0,98103,47.6824,-122.347,Never Renovated,0,[0.83333333 0.8660254  0.5        1.        ]
6675500070,391500.0,3,2.0,1450,9132,1.0,0,0,1987,0,98034,47.7288,-122.226,Never Renovated,0,[0.5 0.  1.  1. ]
3275860240,770000.0,3,2.0,2910,10204,2.0,0,0,1990,0,98052,47.6897,-122.098,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
7853210060,430000.0,4,2.0,2070,4310,2.0,0,0,2004,0,98065,47.5319,-121.85,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
3668000070,212000.0,3,2.0,1060,7875,1.0,0,0,1986,0,98092,47.2761,-122.152,Never Renovated,0,[0.5 0.  1.  1. ]
9545240070,660500.0,4,2.0,2010,9603,1.0,0,0,1986,0,98027,47.5343,-122.054,Never Renovated,0,[0.5 0.  1.  1. ]
1243100136,784000.0,3,4.0,3950,111078,2.0,0,0,1989,0,98052,47.697,-122.072,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
8929000270,453246.0,3,2.0,2010,2287,2.0,0,0,2014,0,98029,47.5517,-121.998,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
2767602356,675000.0,4,4.0,2140,2278,3.0,0,0,2005,0,98107,47.6734,-122.38,Never Renovated,0,[0.83333333 0.8660254  0.5        1.        ]
2767603505,519950.0,3,2.0,1170,1249,3.0,0,0,2014,0,98107,47.6722,-122.381,Never Renovated,0,[0.83333333 0.8660254  0.5        1.        ]
1526069017,921500.0,4,2.0,3670,315374,2.0,0,0,1994,0,98077,47.7421,-122.026,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
3224079105,430000.0,2,2.0,2420,60984,2.0,0,0,2007,0,98027,47.5262,-121.943,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
3362900810,532170.0,3,2.0,1360,3090,2.0,0,0,1990,0,98103,47.6838,-122.353,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
7855801670,2250000.0,4,3.0,5180,19850,2.0,0,3,2006,0,98006,47.562,-122.162,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
6388930390,650000.0,5,4.0,3960,25245,2.0,0,0,1996,0,98056,47.525,-122.172,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
7215720160,900000.0,3,2.0,3400,16603,2.0,0,0,2000,0,98075,47.6012,-122.023,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
1836980160,807100.0,4,2.0,2680,4499,2.0,0,0,1999,0,98006,47.565,-122.125,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
7234600798,425000.0,3,2.0,1120,1100,2.0,0,0,2008,0,98122,47.6106,-122.31,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
3881900445,399950.0,5,3.0,1970,5400,1.0,0,0,1986,0,98144,47.5868,-122.308,Never Renovated,0,[0.5 0.  1.  1. ]
3830630310,260000.0,3,2.0,1670,5797,2.0,0,0,1988,0,98030,47.3505,-122.179,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
6661200320,163500.0,2,2.0,1050,3419,2.0,0,0,1996,0,98038,47.3848,-122.039,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
11510310,835000.0,4,3.0,3130,13412,2.0,0,0,1993,0,98052,47.6993,-122.102,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
825059270,1095000.0,5,3.0,4090,12850,1.0,0,2,1986,0,98033,47.6627,-122.188,Never Renovated,0,[0.5 0.  1.  1. ]
1954440060,560000.0,3,2.0,1900,8744,2.0,0,0,1987,0,98074,47.62,-122.043,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
7796450200,256883.0,3,2.0,1690,5025,2.0,0,0,2003,0,98023,47.2779,-122.347,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
3278600320,465000.0,3,2.0,2150,4084,2.0,0,0,2007,0,98126,47.5488,-122.372,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
2824079053,440000.0,3,2.0,1910,66211,2.0,0,0,1997,0,98024,47.5385,-121.911,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
2222059065,297000.0,3,2.0,1940,14952,2.0,0,0,1994,0,98042,47.3777,-122.165,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
9526600140,677900.0,3,2.0,2440,4587,2.0,0,0,2010,0,98052,47.7073,-122.114,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
2310030510,320000.0,4,2.0,1550,7579,2.0,0,0,1993,0,98038,47.354,-122.047,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
1025049114,625504.0,3,2.0,1270,1566,2.0,0,0,2014,0,98105,47.6647,-122.284,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
4014400292,465000.0,3,2.0,2714,17936,2.0,0,0,2005,0,98001,47.3185,-122.275,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
1909600046,445838.0,3,2.0,2250,5692,2.0,0,0,2000,0,98146,47.5133,-122.379,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
5611500140,686000.0,4,2.0,2760,6440,2.0,0,0,1999,0,98075,47.5836,-122.026,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
626059335,527000.0,4,2.0,2330,19436,2.0,0,0,1987,0,98011,47.7663,-122.215,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
705700390,328000.0,3,2.0,2020,8379,2.0,0,0,1994,0,98038,47.3828,-122.023,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
8682281200,479950.0,2,2.0,1510,6516,1.0,0,0,2005,0,98053,47.7076,-122.013,Never Renovated,0,[0.5 0.  1.  1. ]
7202340400,516500.0,3,2.0,1480,4729,2.0,0,0,2004,0,98053,47.6794,-122.034,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
326069104,800000.0,3,4.0,3830,221284,2.0,0,0,1993,0,98077,47.7641,-122.023,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
8029510030,363000.0,3,2.0,2740,11872,2.0,0,0,1990,0,98023,47.3076,-122.395,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
2025069065,2400000.0,4,2.0,3650,8354,1.0,1,4,2000,0,98074,47.6338,-122.072,Never Renovated,0,[0.5 0.  1.  1. ]
1310430400,455000.0,4,2.0,3360,7685,2.0,0,0,2001,0,98058,47.4369,-122.111,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
1422300030,415000.0,3,2.0,1510,36224,2.0,0,0,1991,0,98045,47.4616,-121.711,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
3830630060,245000.0,3,2.0,1730,7442,2.0,0,0,1987,0,98030,47.3507,-122.178,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
1873100060,693000.0,4,2.0,2460,4425,2.0,0,0,2006,0,98052,47.7048,-122.109,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
8078560140,290000.0,4,2.0,1700,7280,2.0,0,0,1988,0,98031,47.4045,-122.171,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
4054500390,1365000.0,4,5.0,5310,57346,2.0,0,0,1989,0,98077,47.7285,-122.042,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
4215100060,365000.0,3,2.0,2653,4510,2.0,0,0,2006,0,98031,47.4145,-122.166,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
1126049053,770000.0,4,3.0,3820,26300,2.0,0,0,2014,0,98028,47.7618,-122.261,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
2022069200,455000.0,4,2.0,2210,49375,1.0,0,0,1997,0,98038,47.3828,-122.071,Never Renovated,0,[0.5 0.  1.  1. ]
7202360350,780000.0,4,2.0,3500,7048,2.0,0,0,2005,0,98053,47.6811,-122.025,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
5634500392,330000.0,3,3.0,2420,13959,1.0,0,0,1988,0,98028,47.7486,-122.23,Never Renovated,0,[0.5 0.  1.  1. ]
1509500060,370000.0,4,2.0,2720,8666,2.0,0,0,1992,0,98030,47.3846,-122.169,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
9552700140,675000.0,5,2.0,2900,10300,1.0,0,0,1985,0,98006,47.5461,-122.151,Never Renovated,0,[0.5 0.  1.  1. ]
1115450240,360000.0,4,2.0,2160,9528,2.0,0,0,1992,0,98001,47.3341,-122.255,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
6073240060,580000.0,4,3.0,3280,11060,2.0,0,0,1986,0,98056,47.5399,-122.181,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
9510920070,879000.0,4,2.0,3360,22111,2.0,0,0,1994,0,98075,47.5951,-122.017,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
5468730030,265000.0,3,2.0,1320,8959,1.0,0,0,1993,0,98042,47.3536,-122.144,Never Renovated,0,[0.5 0.  1.  1. ]
8079030390,446500.0,3,2.0,2650,7286,2.0,0,0,1990,0,98059,47.5084,-122.154,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
3225069065,3075000.0,4,5.0,4550,18641,1.0,1,4,2002,0,98074,47.6053,-122.077,Never Renovated,0,[0.5 0.  1.  1. ]
3260800030,335000.0,3,2.0,2440,7632,2.0,0,0,1998,0,98003,47.3494,-122.301,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
5104530560,208633.0,3,2.0,2040,3810,2.0,0,0,2006,0,98038,47.3537,-122.0,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
4139480200,1384000.0,4,3.0,4290,12103,1.0,0,3,1997,0,98006,47.5503,-122.102,Never Renovated,0,[0.5 0.  1.  1. ]
4139480200,1400000.0,4,3.0,4290,12103,1.0,0,3,1997,0,98006,47.5503,-122.102,Never Renovated,0,[0.5 0.  1.  1. ]
3422059208,390000.0,3,2.0,1930,64904,1.0,0,0,1988,0,98042,47.346,-122.157,Never Renovated,0,[0.5 0.  1.  1. ]
325059286,819900.0,5,3.0,3150,7119,2.0,0,0,2013,0,98052,47.6759,-122.151,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
3353400435,230000.0,3,2.0,1450,11204,1.0,0,0,2003,0,98001,47.2639,-122.252,Never Renovated,0,[0.5 0.  1.  1. ]
3530210260,274975.0,3,2.0,3030,45004,2.0,0,0,1987,0,98077,47.7721,-122.093,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
8078490390,295000.0,3,2.0,1810,10530,1.0,0,2,1991,0,98022,47.1913,-122.012,Never Renovated,0,[0.5 0.  1.  1. ]
5009600070,260000.0,4,2.0,1960,5238,2.0,0,0,2003,0,98038,47.3483,-122.052,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
200350070,559900.0,3,3.0,2930,5569,1.0,0,0,2004,0,98072,47.7648,-122.164,Never Renovated,0,[0.5 0.  1.  1. ]
1115300070,684000.0,4,4.0,3040,8414,2.0,0,0,2010,0,98059,47.5222,-122.157,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
7004200060,309600.0,4,2.0,1275,20000,1.0,0,0,1991,0,98070,47.3796,-122.49,Never Renovated,0,[0.5 0.  1.  1. ]
7852110140,552250.0,4,2.0,2580,5823,2.0,0,0,2002,0,98065,47.5374,-121.875,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
808000070,206600.0,3,2.0,1390,13464,1.0,0,0,1987,0,98030,47.3581,-122.173,Never Renovated,0,[0.5 0.  1.  1. ]
5416510830,300000.0,4,2.0,1910,4862,2.0,0,0,2005,0,98038,47.3607,-122.034,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
952003285,679900.0,3,2.0,2440,5750,2.0,0,2,2000,0,98116,47.565,-122.381,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
3211290370,463000.0,3,2.0,1640,29970,2.0,0,0,1992,0,98053,47.6359,-121.974,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
8856950070,329500.0,4,2.0,1820,7912,2.0,0,0,1994,0,98038,47.3845,-122.029,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
925059078,604950.0,3,2.0,2110,5608,1.0,0,0,2013,0,98033,47.6743,-122.184,Never Renovated,0,[0.5 0.  1.  1. ]
723099065,465000.0,3,2.0,1840,40438,2.0,0,0,1994,0,98045,47.4853,-121.709,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
6116500075,673000.0,4,2.0,2990,10400,2.0,0,0,2002,0,98166,47.4508,-122.359,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
1118500030,810000.0,4,2.0,3520,15420,2.0,0,0,1991,0,98074,47.6375,-122.016,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
424069250,785000.0,4,3.0,2440,69415,1.0,0,0,1989,0,98075,47.5944,-122.042,Never Renovated,0,[0.5 0.  1.  1. ]
3291800710,338000.0,4,3.0,2090,7500,1.0,0,0,1986,0,98056,47.4888,-122.182,Never Renovated,0,[0.5 0.  1.  1. ]
6838700060,280000.0,3,2.0,1430,7222,2.0,0,0,1993,0,98056,47.5112,-122.19,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
7683900200,380000.0,5,3.0,3450,9914,2.0,0,0,2004,0,98023,47.2813,-122.345,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
8155830060,297000.0,3,2.0,1450,7562,2.0,0,0,1994,0,98056,47.5038,-122.189,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
98020310,730000.0,4,2.0,3230,7331,2.0,0,0,2004,0,98075,47.5823,-121.97,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
1545804860,275000.0,3,3.0,1590,7750,1.0,0,0,1997,0,98038,47.3624,-122.045,Never Renovated,0,[0.5 0.  1.  1. ]
624111000,950000.0,3,3.0,4040,14338,2.0,0,0,1986,0,98077,47.7268,-122.06,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
808300310,389000.0,4,2.0,2130,5337,2.0,0,0,2001,0,98019,47.7237,-121.959,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
713500030,1350000.0,5,4.0,4800,14984,2.0,0,2,1998,0,98006,47.5543,-122.148,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
1223039290,403950.0,4,2.0,2120,13780,2.0,0,0,1993,0,98146,47.4987,-122.365,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
4047200695,330000.0,3,2.0,1600,26977,2.0,0,0,2005,0,98019,47.7736,-121.901,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
9126100861,557000.0,3,4.0,1710,2096,2.0,0,0,2008,0,98122,47.6055,-122.305,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
1151100070,437000.0,3,2.0,1750,22357,2.0,0,0,1994,0,98045,47.4807,-121.779,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
8856950240,322500.0,4,2.0,1820,6753,2.0,0,0,1994,0,98038,47.3845,-122.032,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
9385200055,650000.0,3,3.0,1510,2000,2.0,0,0,2001,0,98116,47.5815,-122.402,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
7821200390,450000.0,3,2.0,1290,1213,3.0,0,0,2001,0,98103,47.6609,-122.344,Never Renovated,0,[0.83333333 0.8660254  0.5        1.        ]
8078520310,278500.0,3,2.0,1570,5250,1.0,0,0,1998,0,98092,47.3163,-122.188,Never Renovated,0,[0.5 0.  1.  1. ]
1565950030,364950.0,4,2.0,1930,6957,2.0,0,0,1995,0,98055,47.4309,-122.191,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
1560930070,840000.0,4,4.0,2840,40139,1.0,0,4,1986,0,98038,47.401,-122.026,Never Renovated,0,[0.5 0.  1.  1. ]
6700400140,268000.0,3,2.0,1550,8134,2.0,0,0,1991,0,98031,47.404,-122.191,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
2422029094,517534.0,2,1.0,833,143947,1.0,0,0,2006,0,98070,47.3889,-122.482,Never Renovated,0,[0.5 0.  1.  1. ]
1525200060,577500.0,3,2.0,2000,7251,2.0,0,0,1995,0,98034,47.7067,-122.2,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
8724300030,355000.0,3,2.0,1860,5028,2.0,0,0,2012,0,98019,47.7318,-121.982,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
8678500060,1550000.0,5,4.0,6070,171626,2.0,0,0,1999,0,98024,47.5954,-121.95,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
6388900710,538000.0,3,2.0,2250,11632,2.0,0,0,1988,0,98056,47.5272,-122.169,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
1442860160,380000.0,3,2.0,2280,10255,2.0,0,0,1985,0,98058,47.4334,-122.161,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
1545808560,245000.0,3,2.0,1530,8500,1.0,0,0,1996,0,98038,47.3592,-122.046,Never Renovated,0,[0.5 0.  1.  1. ]
305500140,365000.0,3,2.0,2200,4052,2.0,0,0,2005,0,98058,47.4362,-122.178,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
5468750060,328500.0,4,3.0,2290,8250,2.0,0,0,1990,0,98042,47.3739,-122.156,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
2944010240,988000.0,4,3.0,4040,19700,2.0,0,0,1987,0,98052,47.7205,-122.127,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
646910160,237000.0,3,2.0,1490,2138,2.0,0,0,2005,0,98055,47.4324,-122.197,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
8564950390,525000.0,4,2.0,2450,5280,2.0,0,0,2003,0,98011,47.7734,-122.224,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
11500890,843000.0,3,2.0,3130,8750,2.0,0,0,1991,0,98052,47.6954,-122.103,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
9528102772,438000.0,2,2.0,1270,1372,3.0,0,0,2000,0,98115,47.6776,-122.318,Never Renovated,0,[0.83333333 0.8660254  0.5        1.        ]
2024069128,1030000.0,3,2.0,3545,9816,1.0,0,0,2005,0,98027,47.5534,-122.078,Never Renovated,0,[0.5 0.  1.  1. ]
7702010030,551000.0,3,2.0,2830,5802,2.0,0,0,2001,0,98028,47.7605,-122.234,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
1529200340,496500.0,3,2.0,2260,3640,2.0,0,0,1994,0,98072,47.7356,-122.157,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
1796360350,255000.0,3,2.0,1240,8659,1.0,0,0,1986,0,98042,47.3663,-122.089,Never Renovated,0,[0.5 0.  1.  1. ]
6154500070,1050000.0,4,4.0,3450,7832,2.0,0,0,2007,0,98006,47.5637,-122.123,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
1843100340,348000.0,3,2.0,2570,8491,2.0,0,0,1989,0,98042,47.3759,-122.125,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
8944290160,230000.0,3,2.0,1510,3413,2.0,0,0,1985,0,98031,47.3912,-122.167,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
4166600473,359500.0,4,2.0,2390,11250,2.0,0,0,1988,0,98023,47.3305,-122.371,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
2621760350,325000.0,4,2.0,1850,7324,2.0,0,0,1997,0,98042,47.3701,-122.107,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
4123840310,342500.0,3,2.0,1810,5192,2.0,0,0,1993,0,98038,47.3724,-122.042,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
8651611170,868700.0,3,4.0,3840,6161,2.0,0,0,2000,0,98074,47.6336,-122.064,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
8651610890,1150000.0,4,3.0,4190,10259,2.0,0,0,2000,0,98074,47.6332,-122.066,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
1853080570,859900.0,4,3.0,3390,6298,2.0,0,0,2011,0,98074,47.5906,-122.062,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
3629920030,520000.0,4,2.0,1890,3006,2.0,0,0,2003,0,98029,47.5461,-121.998,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
1604602050,460000.0,3,2.0,1610,2527,2.0,0,2,2005,0,98118,47.5674,-122.29,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
5466000030,328500.0,3,2.0,1950,8130,2.0,0,0,1990,0,98042,47.3875,-122.161,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
2625069070,1385000.0,4,3.0,4860,181319,2.0,0,0,1993,0,98074,47.6179,-122.005,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
9286000240,1067000.0,6,4.0,4860,11793,2.0,0,0,1998,0,98006,47.5521,-122.137,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
8691370400,699900.0,4,3.0,2810,7302,2.0,0,0,2002,0,98075,47.5985,-121.977,Never Renovated,0,[0.16666667 0.8660254  0.8660254  1.        ]
2475200140,370000.0,3,2.0,1680,5036,1.0,0,1,1987,0,98055,47.4734,-122.186,Never Renovated,0,[0.5 0.  1.  1. ]
